Training iter #50:   Batch Loss = 0.760868, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7205975651741028, Accuracy = 0.54347825050354
Training iter #32500:   Batch Loss = 0.650169, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7187860012054443, Accuracy = 0.54347825050354
Training iter #32600:   Batch Loss = 0.618925, Accuracy = 0.800000011920929
PERFORMANCE ON TEST SET: Batch Loss = 0.7004053592681885, Accuracy = 0.6521739363670349
Training iter #32700:   Batch Loss = 0.734497, Accuracy = 0.5
PERFORMANCE ON TEST SET: Batch Loss = 0.6943376064300537, Accuracy = 0.6413043737411499
Training iter #32800:   Batch Loss = 0.644683, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7002190947532654, Accuracy = 0.6413043737411499
Training iter #32900:   Batch Loss = 0.709780, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.6962571144104004, Accuracy = 0.6195651888847351
Training iter #33000:   Batch Loss = 0.691656, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.705835223197937, Accuracy = 0.6195651888847351
Training iter #33100:   Batch Loss = 0.607951, Accuracy = 0.7799999713897705
PERFORMANCE ON TEST SET: Batch Loss = 0.7146421074867249, Accuracy = 0.554347813129425
Training iter #33200:   Batch Loss = 0.711769, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.6913800835609436, Accuracy = 0.6413043737411499
Training iter #33300:   Batch Loss = 0.665475, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.6969388723373413, Accuracy = 0.6521739363670349
Training iter #33400:   Batch Loss = 0.603092, Accuracy = 0.8600000143051147
PERFORMANCE ON TEST SET: Batch Loss = 0.7004761099815369, Accuracy = 0.6413043737411499
Training iter #33500:   Batch Loss = 0.695649, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7119401693344116, Accuracy = 0.54347825050354
Training iter #33600:   Batch Loss = 0.655272, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7129864692687988, Accuracy = 0.54347825050354
Training iter #33700:   Batch Loss = 0.706611, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.6944714784622192, Accuracy = 0.6413043737411499
Training iter #33800:   Batch Loss = 0.694488, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.69608074426651, Accuracy = 0.6304348111152649
Training iter #33900:   Batch Loss = 0.636933, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7005453705787659, Accuracy = 0.6304348111152649
Training iter #34000:   Batch Loss = 0.719359, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.6970296502113342, Accuracy = 0.6304348111152649
Training iter #34100:   Batch Loss = 0.661661, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7114925980567932, Accuracy = 0.5652173757553101
Training iter #34200:   Batch Loss = 0.635862, Accuracy = 0.7799999713897705
PERFORMANCE ON TEST SET: Batch Loss = 0.7027736902236938, Accuracy = 0.6304348111152649
Training iter #34300:   Batch Loss = 0.715352, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.6976104974746704, Accuracy = 0.6195651888847351
Training iter #34400:   Batch Loss = 0.653903, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.6988821029663086, Accuracy = 0.6086956262588501
Training iter #34500:   Batch Loss = 0.720656, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.6934075355529785, Accuracy = 0.6304348111152649
Training iter #34600:   Batch Loss = 0.686064, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7035581469535828, Accuracy = 0.6304348111152649
Training iter #34700:   Batch Loss = 0.633191, Accuracy = 0.7799999713897705
PERFORMANCE ON TEST SET: Batch Loss = 0.7125532627105713, Accuracy = 0.554347813129425
Training iter #34800:   Batch Loss = 0.721768, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.6942931413650513, Accuracy = 0.6413043737411499
Training iter #34900:   Batch Loss = 0.682022, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.6999264359474182, Accuracy = 0.6195651888847351
Training iter #35000:   Batch Loss = 0.628083, Accuracy = 0.800000011920929
PERFORMANCE ON TEST SET: Batch Loss = 0.7018068432807922, Accuracy = 0.6413043737411499
Training iter #35100:   Batch Loss = 0.694811, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7057502269744873, Accuracy = 0.5978260636329651
Training iter #35200:   Batch Loss = 0.657524, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7026744484901428, Accuracy = 0.6304348111152649
Training iter #35300:   Batch Loss = 0.720144, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.688225269317627, Accuracy = 0.6413043737411499
Training iter #35400:   Batch Loss = 0.703328, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.6962931752204895, Accuracy = 0.6521739363670349
Training iter #35500:   Batch Loss = 0.638607, Accuracy = 0.7599999904632568
PERFORMANCE ON TEST SET: Batch Loss = 0.7052246928215027, Accuracy = 0.5869565010070801
Training iter #35600:   Batch Loss = 0.706796, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.6939342617988586, Accuracy = 0.6304348111152649
Training iter #35700:   Batch Loss = 0.680565, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7016338109970093, Accuracy = 0.6521739363670349
Training iter #35800:   Batch Loss = 0.631778, Accuracy = 0.7799999713897705
PERFORMANCE ON TEST SET: Batch Loss = 0.7026556134223938, Accuracy = 0.6304348111152649
Training iter #35900:   Batch Loss = 0.721302, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.702928900718689, Accuracy = 0.6304348111152649
Training iter #36000:   Batch Loss = 0.660653, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.700715959072113, Accuracy = 0.6521739363670349
Training iter #36100:   Batch Loss = 0.732768, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.6878646016120911, Accuracy = 0.6195651888847351
Training iter #36200:   Batch Loss = 0.720078, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.6989969611167908, Accuracy = 0.6413043737411499
Training iter #36300:   Batch Loss = 0.641474, Accuracy = 0.7599999904632568
PERFORMANCE ON TEST SET: Batch Loss = 0.7103090286254883, Accuracy = 0.5652173757553101
Training iter #36400:   Batch Loss = 0.699945, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.6966603994369507, Accuracy = 0.6086956262588501
Training iter #36500:   Batch Loss = 0.682638, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.6984740495681763, Accuracy = 0.6086956262588501
Training iter #36600:   Batch Loss = 0.632283, Accuracy = 0.800000011920929
PERFORMANCE ON TEST SET: Batch Loss = 0.6988168954849243, Accuracy = 0.6304348111152649
Training iter #36700:   Batch Loss = 0.726327, Accuracy = 0.5
PERFORMANCE ON TEST SET: Batch Loss = 0.7027350664138794, Accuracy = 0.6304348111152649
Training iter #36800:   Batch Loss = 0.663644, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7048343420028687, Accuracy = 0.5978260636329651
Training iter #36900:   Batch Loss = 0.734103, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.6873076558113098, Accuracy = 0.6304348111152649
Training iter #37000:   Batch Loss = 0.715631, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.6944016814231873, Accuracy = 0.6304348111152649
Training iter #37100:   Batch Loss = 0.647479, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7008739113807678, Accuracy = 0.6304348111152649
Training iter #37200:   Batch Loss = 0.709936, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7002747058868408, Accuracy = 0.6521739363670349
Training iter #37300:   Batch Loss = 0.676213, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7047232389450073, Accuracy = 0.6195651888847351
Training iter #37400:   Batch Loss = 0.677061, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.6973440647125244, Accuracy = 0.6413043737411499
Training iter #37500:   Batch Loss = 0.729090, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.6955965161323547, Accuracy = 0.6304348111152649
Training iter #37600:   Batch Loss = 0.670346, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7032082676887512, Accuracy = 0.6195651888847351
Training iter #37700:   Batch Loss = 0.729228, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.696347177028656, Accuracy = 0.6195651888847351
Training iter #37800:   Batch Loss = 0.702729, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7152609825134277, Accuracy = 0.52173912525177
Training iter #37900:   Batch Loss = 0.661316, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7178634405136108, Accuracy = 0.54347825050354
Training iter #38000:   Batch Loss = 0.712733, Accuracy = 0.5
PERFORMANCE ON TEST SET: Batch Loss = 0.7116289138793945, Accuracy = 0.532608687877655
Training iter #38100:   Batch Loss = 0.674290, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7108089923858643, Accuracy = 0.5760869383811951
Training iter #38200:   Batch Loss = 0.677374, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.705409586429596, Accuracy = 0.5652173757553101
Training iter #38300:   Batch Loss = 0.721582, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7070541381835938, Accuracy = 0.5760869383811951
Training iter #38400:   Batch Loss = 0.696153, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7134417295455933, Accuracy = 0.532608687877655
Training iter #38500:   Batch Loss = 0.762265, Accuracy = 0.41999998688697815
PERFORMANCE ON TEST SET: Batch Loss = 0.6859583854675293, Accuracy = 0.6521739363670349
Training iter #38600:   Batch Loss = 0.707776, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7139406204223633, Accuracy = 0.5760869383811951
Training iter #38700:   Batch Loss = 0.669168, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.716010332107544, Accuracy = 0.5760869383811951
Training iter #38800:   Batch Loss = 0.691760, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7045559287071228, Accuracy = 0.5760869383811951
Training iter #38900:   Batch Loss = 0.687310, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7025872468948364, Accuracy = 0.5869565010070801
Training iter #39000:   Batch Loss = 0.689313, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7061572670936584, Accuracy = 0.5869565010070801
Training iter #39100:   Batch Loss = 0.726575, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7118558287620544, Accuracy = 0.54347825050354
Training iter #39200:   Batch Loss = 0.693270, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7193302512168884, Accuracy = 0.5652173757553101
Training iter #39300:   Batch Loss = 0.793071, Accuracy = 0.4399999976158142
PERFORMANCE ON TEST SET: Batch Loss = 0.6978798508644104, Accuracy = 0.6195651888847351
Training iter #39400:   Batch Loss = 0.695479, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7072543501853943, Accuracy = 0.5652173757553101
Training iter #39500:   Batch Loss = 0.625791, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.7084094882011414, Accuracy = 0.554347813129425
Training iter #39600:   Batch Loss = 0.709259, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7081720232963562, Accuracy = 0.5652173757553101
Training iter #39700:   Batch Loss = 0.682369, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.713202178478241, Accuracy = 0.532608687877655
Training iter #39800:   Batch Loss = 0.694770, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.711890459060669, Accuracy = 0.554347813129425
Training iter #39900:   Batch Loss = 0.707743, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7071067690849304, Accuracy = 0.54347825050354
Training iter #40000:   Batch Loss = 0.675310, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7085472345352173, Accuracy = 0.5760869383811951
Training iter #40100:   Batch Loss = 0.771738, Accuracy = 0.5
PERFORMANCE ON TEST SET: Batch Loss = 0.6988601088523865, Accuracy = 0.6304348111152649
Training iter #40200:   Batch Loss = 0.708928, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7090851664543152, Accuracy = 0.5652173757553101
Training iter #40300:   Batch Loss = 0.602254, Accuracy = 0.800000011920929
PERFORMANCE ON TEST SET: Batch Loss = 0.7026400566101074, Accuracy = 0.5760869383811951
Training iter #40400:   Batch Loss = 0.721915, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.6993253827095032, Accuracy = 0.6195651888847351
Training iter #40500:   Batch Loss = 0.667608, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7036275863647461, Accuracy = 0.5652173757553101
Training iter #40600:   Batch Loss = 0.679383, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7028199434280396, Accuracy = 0.5760869383811951
Training iter #40700:   Batch Loss = 0.701925, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7004718780517578, Accuracy = 0.6086956262588501
Training iter #40800:   Batch Loss = 0.653996, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7106045484542847, Accuracy = 0.5760869383811951
Training iter #40900:   Batch Loss = 0.772307, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7005584836006165, Accuracy = 0.6086956262588501
Training iter #41000:   Batch Loss = 0.691344, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7080971598625183, Accuracy = 0.5978260636329651
Training iter #41100:   Batch Loss = 0.593294, Accuracy = 0.8199999928474426
PERFORMANCE ON TEST SET: Batch Loss = 0.6975709199905396, Accuracy = 0.6086956262588501
Training iter #41200:   Batch Loss = 0.724132, Accuracy = 0.47999998927116394
PERFORMANCE ON TEST SET: Batch Loss = 0.6911916136741638, Accuracy = 0.6304348111152649
Training iter #41300:   Batch Loss = 0.652599, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.6947910785675049, Accuracy = 0.6521739363670349
Training iter #41400:   Batch Loss = 0.695720, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.6933202743530273, Accuracy = 0.6630434989929199
Training iter #41500:   Batch Loss = 0.698941, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.6902589797973633, Accuracy = 0.6739130616188049
Training iter #41600:   Batch Loss = 0.637181, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7033677697181702, Accuracy = 0.5652173757553101
Training iter #41700:   Batch Loss = 0.744082, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.6917874217033386, Accuracy = 0.6739130616188049
Training iter #41800:   Batch Loss = 0.684917, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.6961352825164795, Accuracy = 0.6521739363670349
Training iter #41900:   Batch Loss = 0.598696, Accuracy = 0.7799999713897705
PERFORMANCE ON TEST SET: Batch Loss = 0.6913771629333496, Accuracy = 0.6304348111152649
Training iter #42000:   Batch Loss = 0.705266, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.6923535466194153, Accuracy = 0.6304348111152649
Training iter #42100:   Batch Loss = 0.650678, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7029638290405273, Accuracy = 0.5978260636329651
Training iter #42200:   Batch Loss = 0.685623, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.6978850960731506, Accuracy = 0.6413043737411499
Training iter #42300:   Batch Loss = 0.702577, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.6941216588020325, Accuracy = 0.6304348111152649
Training iter #42400:   Batch Loss = 0.630745, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7028223872184753, Accuracy = 0.6086956262588501
Training iter #42500:   Batch Loss = 0.734565, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.6936137676239014, Accuracy = 0.6304348111152649
Training iter #42600:   Batch Loss = 0.662654, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7013659477233887, Accuracy = 0.6195651888847351
Training iter #42700:   Batch Loss = 0.594863, Accuracy = 0.8199999928474426
PERFORMANCE ON TEST SET: Batch Loss = 0.6912939548492432, Accuracy = 0.6304348111152649
Training iter #42800:   Batch Loss = 0.698824, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.6891762018203735, Accuracy = 0.6195651888847351
Training iter #42900:   Batch Loss = 0.625394, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.7014836072921753, Accuracy = 0.6195651888847351
Training iter #43000:   Batch Loss = 0.690906, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.6997063755989075, Accuracy = 0.6413043737411499
Training iter #43100:   Batch Loss = 0.700204, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.6964550018310547, Accuracy = 0.6195651888847351
Training iter #43200:   Batch Loss = 0.624325, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.70217365026474, Accuracy = 0.6195651888847351
Training iter #43300:   Batch Loss = 0.731247, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.6943329572677612, Accuracy = 0.6195651888847351
Training iter #43400:   Batch Loss = 0.658502, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7022077441215515, Accuracy = 0.6195651888847351
Training iter #43500:   Batch Loss = 0.593924, Accuracy = 0.8199999928474426
PERFORMANCE ON TEST SET: Batch Loss = 0.6923221945762634, Accuracy = 0.6304348111152649
Training iter #43600:   Batch Loss = 0.712309, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.6891412734985352, Accuracy = 0.6195651888847351
Training iter #43700:   Batch Loss = 0.616186, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.6971105933189392, Accuracy = 0.6413043737411499
Training iter #43800:   Batch Loss = 0.682976, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.6968414187431335, Accuracy = 0.6413043737411499
Training iter #43900:   Batch Loss = 0.685612, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.6979919075965881, Accuracy = 0.6413043737411499
Training iter #44000:   Batch Loss = 0.616924, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7047141194343567, Accuracy = 0.5869565010070801
Training iter #44100:   Batch Loss = 0.704263, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.6895174384117126, Accuracy = 0.6304348111152649
Training iter #44200:   Batch Loss = 0.653647, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.6987738013267517, Accuracy = 0.6304348111152649
Training iter #44300:   Batch Loss = 0.593930, Accuracy = 0.8199999928474426
PERFORMANCE ON TEST SET: Batch Loss = 0.6927652359008789, Accuracy = 0.6413043737411499
Training iter #44400:   Batch Loss = 0.730603, Accuracy = 0.47999998927116394
PERFORMANCE ON TEST SET: Batch Loss = 0.6918832659721375, Accuracy = 0.6304348111152649
Training iter #44500:   Batch Loss = 0.615105, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.7009535431861877, Accuracy = 0.6195651888847351
Training iter #44600:   Batch Loss = 0.685958, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.6955483555793762, Accuracy = 0.6195651888847351
Training iter #44700:   Batch Loss = 0.685552, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.6955692768096924, Accuracy = 0.6304348111152649
Training iter #44800:   Batch Loss = 0.621014, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7017266750335693, Accuracy = 0.5978260636329651
Training iter #44900:   Batch Loss = 0.683933, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.6933671236038208, Accuracy = 0.6413043737411499
Training iter #45000:   Batch Loss = 0.649463, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.700394332408905, Accuracy = 0.6086956262588501
Training iter #45100:   Batch Loss = 0.587766, Accuracy = 0.8399999737739563
PERFORMANCE ON TEST SET: Batch Loss = 0.6896644830703735, Accuracy = 0.6413043737411499
Training iter #45200:   Batch Loss = 0.734334, Accuracy = 0.47999998927116394
PERFORMANCE ON TEST SET: Batch Loss = 0.6903100609779358, Accuracy = 0.6304348111152649
Training iter #45300:   Batch Loss = 0.623997, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7030189037322998, Accuracy = 0.6086956262588501
Training iter #45400:   Batch Loss = 0.702295, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.6965173482894897, Accuracy = 0.6195651888847351
Training iter #45500:   Batch Loss = 0.691580, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.6977452039718628, Accuracy = 0.6195651888847351
Training iter #45600:   Batch Loss = 0.596066, Accuracy = 0.7599999904632568
PERFORMANCE ON TEST SET: Batch Loss = 0.7002834677696228, Accuracy = 0.6304348111152649
Training iter #45700:   Batch Loss = 0.689042, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.6963463425636292, Accuracy = 0.6195651888847351
Training iter #45800:   Batch Loss = 0.641588, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7019573450088501, Accuracy = 0.6086956262588501
Training iter #45900:   Batch Loss = 0.588808, Accuracy = 0.800000011920929
PERFORMANCE ON TEST SET: Batch Loss = 0.6929237842559814, Accuracy = 0.6521739363670349
Training iter #46000:   Batch Loss = 0.724738, Accuracy = 0.5
PERFORMANCE ON TEST SET: Batch Loss = 0.6925081014633179, Accuracy = 0.6304348111152649
Training iter #46100:   Batch Loss = 0.619414, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.6985090374946594, Accuracy = 0.6195651888847351
Training iter #46200:   Batch Loss = 0.707512, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.690540611743927, Accuracy = 0.6304348111152649
Training iter #46300:   Batch Loss = 0.693434, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.6949629783630371, Accuracy = 0.6521739363670349
Training iter #46400:   Batch Loss = 0.586741, Accuracy = 0.7599999904632568
PERFORMANCE ON TEST SET: Batch Loss = 0.7010459899902344, Accuracy = 0.5869565010070801
Training iter #46500:   Batch Loss = 0.705368, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.6931108832359314, Accuracy = 0.6195651888847351
Training iter #46600:   Batch Loss = 0.649493, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.6987504363059998, Accuracy = 0.6086956262588501
Training iter #46700:   Batch Loss = 0.585508, Accuracy = 0.8199999928474426
PERFORMANCE ON TEST SET: Batch Loss = 0.693946123123169, Accuracy = 0.6413043737411499
Training iter #46800:   Batch Loss = 0.715441, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.6971051692962646, Accuracy = 0.6304348111152649
Training iter #46900:   Batch Loss = 0.623147, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.6983486413955688, Accuracy = 0.6195651888847351
Training iter #47000:   Batch Loss = 0.707206, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.6900150775909424, Accuracy = 0.6304348111152649
Training iter #47100:   Batch Loss = 0.697982, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.6958324313163757, Accuracy = 0.6413043737411499
Training iter #47200:   Batch Loss = 0.607615, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.6991371512413025, Accuracy = 0.6086956262588501
Training iter #47300:   Batch Loss = 0.712719, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.6910079717636108, Accuracy = 0.6304348111152649
Training iter #47400:   Batch Loss = 0.657106, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.6988504528999329, Accuracy = 0.6086956262588501
Training iter #47500:   Batch Loss = 0.607125, Accuracy = 0.7799999713897705
PERFORMANCE ON TEST SET: Batch Loss = 0.6974816918373108, Accuracy = 0.6086956262588501
Training iter #47600:   Batch Loss = 0.712600, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.6991469264030457, Accuracy = 0.6086956262588501
Training iter #47700:   Batch Loss = 0.636220, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.6984527111053467, Accuracy = 0.6195651888847351
Training iter #47800:   Batch Loss = 0.719337, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.6885443925857544, Accuracy = 0.6304348111152649
Training iter #47900:   Batch Loss = 0.695851, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.6933162212371826, Accuracy = 0.6195651888847351
Training iter #48000:   Batch Loss = 0.614641, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.7002575993537903, Accuracy = 0.6086956262588501
Training iter #48100:   Batch Loss = 0.713166, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.6927675008773804, Accuracy = 0.6304348111152649
Training iter #48200:   Batch Loss = 0.668357, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7020648121833801, Accuracy = 0.6086956262588501
Training iter #48300:   Batch Loss = 0.623250, Accuracy = 0.7799999713897705
PERFORMANCE ON TEST SET: Batch Loss = 0.699185311794281, Accuracy = 0.6086956262588501
Training iter #48400:   Batch Loss = 0.705678, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.6974895596504211, Accuracy = 0.6304348111152649
Training iter #48500:   Batch Loss = 0.636102, Accuracy = 0.6800000071525574
