Training iter #50:   Batch Loss = 0.876467, Accuracy = 0.5
PERFORMANCE ON TEST SET: Batch Loss = 0.7143994569778442, Accuracy = 0.5760869383811951
Training iter #32400:   Batch Loss = 0.652677, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7098332047462463, Accuracy = 0.5978260636329651
Training iter #32500:   Batch Loss = 0.679425, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7075687050819397, Accuracy = 0.6086956262588501
Training iter #32600:   Batch Loss = 0.667862, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7131409645080566, Accuracy = 0.5760869383811951
Training iter #32700:   Batch Loss = 0.670835, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7084715962409973, Accuracy = 0.6086956262588501
Training iter #32800:   Batch Loss = 0.686469, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7075462341308594, Accuracy = 0.6086956262588501
Training iter #32900:   Batch Loss = 0.640997, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7112521529197693, Accuracy = 0.5978260636329651
Training iter #33000:   Batch Loss = 0.615633, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7095118761062622, Accuracy = 0.6195651888847351
Training iter #33100:   Batch Loss = 0.647167, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7127544283866882, Accuracy = 0.5869565010070801
Training iter #33200:   Batch Loss = 0.667023, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7095796465873718, Accuracy = 0.6086956262588501
Training iter #33300:   Batch Loss = 0.664151, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7079483270645142, Accuracy = 0.6086956262588501
Training iter #33400:   Batch Loss = 0.672231, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7125642895698547, Accuracy = 0.5869565010070801
Training iter #33500:   Batch Loss = 0.670977, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7095266580581665, Accuracy = 0.6086956262588501
Training iter #33600:   Batch Loss = 0.696249, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7100670337677002, Accuracy = 0.5978260636329651
Training iter #33700:   Batch Loss = 0.633182, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7114086151123047, Accuracy = 0.5978260636329651
Training iter #33800:   Batch Loss = 0.624686, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.708855926990509, Accuracy = 0.6086956262588501
Training iter #33900:   Batch Loss = 0.643737, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7108641862869263, Accuracy = 0.5978260636329651
Training iter #34000:   Batch Loss = 0.664362, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7066769003868103, Accuracy = 0.6195651888847351
Training iter #34100:   Batch Loss = 0.658131, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7085347175598145, Accuracy = 0.5978260636329651
Training iter #34200:   Batch Loss = 0.690122, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7187777757644653, Accuracy = 0.532608687877655
Training iter #34300:   Batch Loss = 0.683035, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7073912024497986, Accuracy = 0.6195651888847351
Training iter #34400:   Batch Loss = 0.684403, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.702591061592102, Accuracy = 0.6086956262588501
Training iter #34500:   Batch Loss = 0.645019, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7039825916290283, Accuracy = 0.6086956262588501
Training iter #34600:   Batch Loss = 0.611074, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.707378625869751, Accuracy = 0.6086956262588501
Training iter #34700:   Batch Loss = 0.669583, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7152169942855835, Accuracy = 0.5652173757553101
Training iter #34800:   Batch Loss = 0.649090, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.709118664264679, Accuracy = 0.6086956262588501
Training iter #34900:   Batch Loss = 0.639762, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7076979279518127, Accuracy = 0.6086956262588501
Training iter #35000:   Batch Loss = 0.685769, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7130728363990784, Accuracy = 0.5978260636329651
Training iter #35100:   Batch Loss = 0.659017, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7115383148193359, Accuracy = 0.5869565010070801
Training iter #35200:   Batch Loss = 0.675878, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.712995707988739, Accuracy = 0.5978260636329651
Training iter #35300:   Batch Loss = 0.651577, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7153106331825256, Accuracy = 0.5869565010070801
Training iter #35400:   Batch Loss = 0.633910, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7102039456367493, Accuracy = 0.5978260636329651
Training iter #35500:   Batch Loss = 0.637028, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7107849717140198, Accuracy = 0.5869565010070801
Training iter #35600:   Batch Loss = 0.638358, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7092781662940979, Accuracy = 0.6086956262588501
Training iter #35700:   Batch Loss = 0.644012, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7117952704429626, Accuracy = 0.5978260636329651
Training iter #35800:   Batch Loss = 0.680300, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.718881368637085, Accuracy = 0.554347813129425
Training iter #35900:   Batch Loss = 0.658913, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7065601348876953, Accuracy = 0.6086956262588501
Training iter #36000:   Batch Loss = 0.692424, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7049290537834167, Accuracy = 0.6195651888847351
Training iter #36100:   Batch Loss = 0.638334, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7079840898513794, Accuracy = 0.6086956262588501
Training iter #36200:   Batch Loss = 0.648502, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7119119167327881, Accuracy = 0.5869565010070801
Training iter #36300:   Batch Loss = 0.616381, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.72129887342453, Accuracy = 0.5652173757553101
Training iter #36400:   Batch Loss = 0.654747, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.711025595664978, Accuracy = 0.5869565010070801
Training iter #36500:   Batch Loss = 0.638240, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.707260012626648, Accuracy = 0.6086956262588501
Training iter #36600:   Batch Loss = 0.662505, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7103464603424072, Accuracy = 0.5869565010070801
Training iter #36700:   Batch Loss = 0.658435, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7096796631813049, Accuracy = 0.6086956262588501
Training iter #36800:   Batch Loss = 0.683043, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7164947390556335, Accuracy = 0.5652173757553101
Training iter #36900:   Batch Loss = 0.656778, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7208437323570251, Accuracy = 0.54347825050354
Training iter #37000:   Batch Loss = 0.640976, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7075450420379639, Accuracy = 0.6086956262588501
Training iter #37100:   Batch Loss = 0.643538, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7072800397872925, Accuracy = 0.5978260636329651
Training iter #37200:   Batch Loss = 0.639579, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7082939147949219, Accuracy = 0.6086956262588501
Training iter #37300:   Batch Loss = 0.637513, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7105802893638611, Accuracy = 0.5869565010070801
Training iter #37400:   Batch Loss = 0.679210, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7159877419471741, Accuracy = 0.5760869383811951
Training iter #37500:   Batch Loss = 0.655789, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7062696814537048, Accuracy = 0.6086956262588501
Training iter #37600:   Batch Loss = 0.682972, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7050439119338989, Accuracy = 0.5978260636329651
Training iter #37700:   Batch Loss = 0.658678, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7060085535049438, Accuracy = 0.6086956262588501
Training iter #37800:   Batch Loss = 0.640472, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.705653727054596, Accuracy = 0.6086956262588501
Training iter #37900:   Batch Loss = 0.639815, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7145527005195618, Accuracy = 0.5869565010070801
Training iter #38000:   Batch Loss = 0.642394, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7088549137115479, Accuracy = 0.5978260636329651
Training iter #38100:   Batch Loss = 0.644631, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7053971290588379, Accuracy = 0.6086956262588501
Training iter #38200:   Batch Loss = 0.662650, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7079470157623291, Accuracy = 0.5978260636329651
Training iter #38300:   Batch Loss = 0.653268, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7071866989135742, Accuracy = 0.6086956262588501
Training iter #38400:   Batch Loss = 0.652596, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7134283781051636, Accuracy = 0.5760869383811951
Training iter #38500:   Batch Loss = 0.677283, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7123059630393982, Accuracy = 0.5869565010070801
Training iter #38600:   Batch Loss = 0.641190, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.702362596988678, Accuracy = 0.5978260636329651
Training iter #38700:   Batch Loss = 0.661094, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7035136818885803, Accuracy = 0.5978260636329651
Training iter #38800:   Batch Loss = 0.660795, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7043972015380859, Accuracy = 0.5978260636329651
Training iter #38900:   Batch Loss = 0.659738, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7082833647727966, Accuracy = 0.6195651888847351
Training iter #39000:   Batch Loss = 0.681857, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7116228342056274, Accuracy = 0.5869565010070801
Training iter #39100:   Batch Loss = 0.634826, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7028314471244812, Accuracy = 0.6086956262588501
Training iter #39200:   Batch Loss = 0.658047, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7041115164756775, Accuracy = 0.6086956262588501
Training iter #39300:   Batch Loss = 0.632691, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7055800557136536, Accuracy = 0.6086956262588501
Training iter #39400:   Batch Loss = 0.642777, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7050284147262573, Accuracy = 0.6086956262588501
Training iter #39500:   Batch Loss = 0.656690, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7105619311332703, Accuracy = 0.5869565010070801
Training iter #39600:   Batch Loss = 0.684560, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7071114182472229, Accuracy = 0.6086956262588501
Training iter #39700:   Batch Loss = 0.672271, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7049562931060791, Accuracy = 0.6086956262588501
Training iter #39800:   Batch Loss = 0.673018, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7091357707977295, Accuracy = 0.5978260636329651
Training iter #39900:   Batch Loss = 0.643551, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7079457640647888, Accuracy = 0.6086956262588501
Training iter #40000:   Batch Loss = 0.645654, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7138433456420898, Accuracy = 0.5869565010070801
Training iter #40100:   Batch Loss = 0.643764, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.707744836807251, Accuracy = 0.5978260636329651
Training iter #40200:   Batch Loss = 0.624883, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7030755281448364, Accuracy = 0.5978260636329651
Training iter #40300:   Batch Loss = 0.656900, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7050623297691345, Accuracy = 0.6086956262588501
Training iter #40400:   Batch Loss = 0.681581, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7057361602783203, Accuracy = 0.5978260636329651
Training iter #40500:   Batch Loss = 0.670681, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7079609036445618, Accuracy = 0.6086956262588501
Training iter #40600:   Batch Loss = 0.677680, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.712651252746582, Accuracy = 0.5869565010070801
Training iter #40700:   Batch Loss = 0.651520, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7049667835235596, Accuracy = 0.6086956262588501
Training iter #40800:   Batch Loss = 0.650406, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7073776721954346, Accuracy = 0.6086956262588501
Training iter #40900:   Batch Loss = 0.632341, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7050001621246338, Accuracy = 0.5978260636329651
Training iter #41000:   Batch Loss = 0.634107, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7025023698806763, Accuracy = 0.5978260636329651
Training iter #41100:   Batch Loss = 0.655648, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7067100405693054, Accuracy = 0.6195651888847351
Training iter #41200:   Batch Loss = 0.700527, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7061725854873657, Accuracy = 0.6195651888847351
Training iter #41300:   Batch Loss = 0.664850, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7050793766975403, Accuracy = 0.6195651888847351
Training iter #41400:   Batch Loss = 0.684257, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7074287533760071, Accuracy = 0.6086956262588501
Training iter #41500:   Batch Loss = 0.672000, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7048474550247192, Accuracy = 0.6195651888847351
Training iter #41600:   Batch Loss = 0.662518, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7113144993782043, Accuracy = 0.5978260636329651
Training iter #41700:   Batch Loss = 0.671339, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7122711539268494, Accuracy = 0.5978260636329651
Training iter #41800:   Batch Loss = 0.654422, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7067862749099731, Accuracy = 0.5978260636329651
Training iter #41900:   Batch Loss = 0.643028, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7078813314437866, Accuracy = 0.5978260636329651
Training iter #42000:   Batch Loss = 0.694219, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7058329582214355, Accuracy = 0.6086956262588501
Training iter #42100:   Batch Loss = 0.683959, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7050614356994629, Accuracy = 0.5978260636329651
Training iter #42200:   Batch Loss = 0.683757, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7080327272415161, Accuracy = 0.6195651888847351
Training iter #42300:   Batch Loss = 0.643838, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7058145403862, Accuracy = 0.6086956262588501
Training iter #42400:   Batch Loss = 0.673003, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7088947892189026, Accuracy = 0.5978260636329651
Training iter #42500:   Batch Loss = 0.656414, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7055647373199463, Accuracy = 0.6086956262588501
Training iter #42600:   Batch Loss = 0.649219, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7016265392303467, Accuracy = 0.6086956262588501
Training iter #42700:   Batch Loss = 0.644470, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7042531371116638, Accuracy = 0.5978260636329651
Training iter #42800:   Batch Loss = 0.690896, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7038511037826538, Accuracy = 0.6086956262588501
Training iter #42900:   Batch Loss = 0.672067, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7048439979553223, Accuracy = 0.6195651888847351
Training iter #43000:   Batch Loss = 0.695288, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7093392014503479, Accuracy = 0.5869565010070801
Training iter #43100:   Batch Loss = 0.650872, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7031407952308655, Accuracy = 0.6195651888847351
Training iter #43200:   Batch Loss = 0.682672, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7064731121063232, Accuracy = 0.6195651888847351
Training iter #43300:   Batch Loss = 0.650193, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7055523991584778, Accuracy = 0.6195651888847351
Training iter #43400:   Batch Loss = 0.657753, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7047447562217712, Accuracy = 0.5978260636329651
Training iter #43500:   Batch Loss = 0.637186, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7128574848175049, Accuracy = 0.5869565010070801
Training iter #43600:   Batch Loss = 0.681631, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7060905694961548, Accuracy = 0.6195651888847351
Training iter #43700:   Batch Loss = 0.681701, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7025391459465027, Accuracy = 0.6086956262588501
Training iter #43800:   Batch Loss = 0.666464, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7050405740737915, Accuracy = 0.6086956262588501
Training iter #43900:   Batch Loss = 0.658568, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7037342190742493, Accuracy = 0.6086956262588501
Training iter #44000:   Batch Loss = 0.661308, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7092176675796509, Accuracy = 0.5978260636329651
Training iter #44100:   Batch Loss = 0.642498, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.704440712928772, Accuracy = 0.6195651888847351
Training iter #44200:   Batch Loss = 0.643953, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7003982067108154, Accuracy = 0.6086956262588501
Training iter #44300:   Batch Loss = 0.639777, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7038503289222717, Accuracy = 0.6195651888847351
Training iter #44400:   Batch Loss = 0.665392, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7015504837036133, Accuracy = 0.6086956262588501
Training iter #44500:   Batch Loss = 0.693334, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7020410299301147, Accuracy = 0.6195651888847351
Training iter #44600:   Batch Loss = 0.655327, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7061915993690491, Accuracy = 0.6086956262588501
Training iter #44700:   Batch Loss = 0.644650, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7014850378036499, Accuracy = 0.6195651888847351
Training iter #44800:   Batch Loss = 0.675944, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7053722739219666, Accuracy = 0.6086956262588501
Training iter #44900:   Batch Loss = 0.650130, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7044503688812256, Accuracy = 0.6413043737411499
Training iter #45000:   Batch Loss = 0.650046, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7029063105583191, Accuracy = 0.6195651888847351
Training iter #45100:   Batch Loss = 0.638032, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7109134793281555, Accuracy = 0.5869565010070801
Training iter #45200:   Batch Loss = 0.669628, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7014758586883545, Accuracy = 0.6086956262588501
Training iter #45300:   Batch Loss = 0.689914, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.6993975043296814, Accuracy = 0.6086956262588501
Training iter #45400:   Batch Loss = 0.625389, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7017152905464172, Accuracy = 0.6086956262588501
Training iter #45500:   Batch Loss = 0.625102, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7017031311988831, Accuracy = 0.6195651888847351
Training iter #45600:   Batch Loss = 0.656156, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7085294723510742, Accuracy = 0.5978260636329651
Training iter #45700:   Batch Loss = 0.642653, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.702655017375946, Accuracy = 0.6086956262588501
Training iter #45800:   Batch Loss = 0.663671, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.6994596123695374, Accuracy = 0.6304348111152649
Training iter #45900:   Batch Loss = 0.656050, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7035616040229797, Accuracy = 0.6195651888847351
Training iter #46000:   Batch Loss = 0.667761, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7012250423431396, Accuracy = 0.6086956262588501
Training iter #46100:   Batch Loss = 0.683995, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7017481923103333, Accuracy = 0.6195651888847351
Training iter #46200:   Batch Loss = 0.626396, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7030770778656006, Accuracy = 0.6195651888847351
Training iter #46300:   Batch Loss = 0.597983, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7011464238166809, Accuracy = 0.6086956262588501
Training iter #46400:   Batch Loss = 0.648642, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7056201696395874, Accuracy = 0.6086956262588501
Training iter #46500:   Batch Loss = 0.655819, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.703625500202179, Accuracy = 0.6086956262588501
Training iter #46600:   Batch Loss = 0.642584, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7022939920425415, Accuracy = 0.6195651888847351
Training iter #46700:   Batch Loss = 0.664809, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7059385180473328, Accuracy = 0.6086956262588501
Training iter #46800:   Batch Loss = 0.668645, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.700730562210083, Accuracy = 0.6086956262588501
Training iter #46900:   Batch Loss = 0.697706, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.700685977935791, Accuracy = 0.6086956262588501
Training iter #47000:   Batch Loss = 0.616394, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7023491859436035, Accuracy = 0.6195651888847351
Training iter #47100:   Batch Loss = 0.605138, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7018927931785583, Accuracy = 0.6195651888847351
Training iter #47200:   Batch Loss = 0.641162, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7062734365463257, Accuracy = 0.6195651888847351
Training iter #47300:   Batch Loss = 0.654662, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7025597095489502, Accuracy = 0.6304348111152649
Training iter #47400:   Batch Loss = 0.639373, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7023481130599976, Accuracy = 0.6086956262588501
Training iter #47500:   Batch Loss = 0.673527, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.710544228553772, Accuracy = 0.5869565010070801
Training iter #47600:   Batch Loss = 0.679729, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7017329335212708, Accuracy = 0.6086956262588501
Training iter #47700:   Batch Loss = 0.681467, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.6985797882080078, Accuracy = 0.6086956262588501
Training iter #47800:   Batch Loss = 0.624791, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.6995971202850342, Accuracy = 0.6086956262588501
Training iter #47900:   Batch Loss = 0.592290, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7012309432029724, Accuracy = 0.5869565010070801
Training iter #48000:   Batch Loss = 0.650906, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7100876569747925, Accuracy = 0.5869565010070801
Training iter #48100:   Batch Loss = 0.655938, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7044289112091064, Accuracy = 0.5978260636329651
Training iter #48200:   Batch Loss = 0.624173, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7033268213272095, Accuracy = 0.5978260636329651
Training iter #48300:   Batch Loss = 0.650653, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7069576978683472, Accuracy = 0.6086956262588501
