Training iter #50:   Batch Loss = 1.589014, Accuracy = 0.47999998927116394
Training iter #32400:   Batch Loss = 0.691854, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7338844537734985, Accuracy = 0.489130437374115
Training iter #32500:   Batch Loss = 0.709932, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7239036560058594, Accuracy = 0.532608687877655
Training iter #32600:   Batch Loss = 0.625809, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7274675369262695, Accuracy = 0.52173912525177
Training iter #32700:   Batch Loss = 0.663342, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.723628044128418, Accuracy = 0.554347813129425
Training iter #32800:   Batch Loss = 0.620493, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7266198992729187, Accuracy = 0.532608687877655
Training iter #32900:   Batch Loss = 0.627904, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7360920310020447, Accuracy = 0.489130437374115
Training iter #33000:   Batch Loss = 0.697278, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7265567779541016, Accuracy = 0.54347825050354
Training iter #33100:   Batch Loss = 0.649337, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7393577098846436, Accuracy = 0.46739131212234497
Training iter #33200:   Batch Loss = 0.677922, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.736568808555603, Accuracy = 0.47826087474823
Training iter #33300:   Batch Loss = 0.697140, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7271736860275269, Accuracy = 0.532608687877655
Training iter #33400:   Batch Loss = 0.623350, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7316599488258362, Accuracy = 0.510869562625885
Training iter #33500:   Batch Loss = 0.662239, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7252669930458069, Accuracy = 0.532608687877655
Training iter #33600:   Batch Loss = 0.630576, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7266138195991516, Accuracy = 0.554347813129425
Training iter #33700:   Batch Loss = 0.635917, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7367150187492371, Accuracy = 0.46739131212234497
Training iter #33800:   Batch Loss = 0.717956, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7246871590614319, Accuracy = 0.554347813129425
Training iter #33900:   Batch Loss = 0.642321, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7333722710609436, Accuracy = 0.5
Training iter #34000:   Batch Loss = 0.664241, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7322952151298523, Accuracy = 0.510869562625885
Training iter #34100:   Batch Loss = 0.689696, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7275359034538269, Accuracy = 0.54347825050354
Training iter #34200:   Batch Loss = 0.602461, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7353377938270569, Accuracy = 0.47826087474823
Training iter #34300:   Batch Loss = 0.696050, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7291098833084106, Accuracy = 0.54347825050354
Training iter #34400:   Batch Loss = 0.620362, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7291239500045776, Accuracy = 0.54347825050354
Training iter #34500:   Batch Loss = 0.615544, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.735526442527771, Accuracy = 0.47826087474823
Training iter #34600:   Batch Loss = 0.725033, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7262285351753235, Accuracy = 0.532608687877655
Training iter #34700:   Batch Loss = 0.636779, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7395860552787781, Accuracy = 0.46739131212234497
Training iter #34800:   Batch Loss = 0.656740, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7313686609268188, Accuracy = 0.52173912525177
Training iter #34900:   Batch Loss = 0.690485, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7225404381752014, Accuracy = 0.554347813129425
Training iter #35000:   Batch Loss = 0.599461, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7277098894119263, Accuracy = 0.532608687877655
Training iter #35100:   Batch Loss = 0.705573, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7274404168128967, Accuracy = 0.54347825050354
Training iter #35200:   Batch Loss = 0.604294, Accuracy = 0.7599999904632568
PERFORMANCE ON TEST SET: Batch Loss = 0.7349494099617004, Accuracy = 0.510869562625885
Training iter #35300:   Batch Loss = 0.635239, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7468625903129578, Accuracy = 0.44565218687057495
Training iter #35400:   Batch Loss = 0.707278, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7310076951980591, Accuracy = 0.52173912525177
Training iter #35500:   Batch Loss = 0.649171, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7357910871505737, Accuracy = 0.489130437374115
Training iter #35600:   Batch Loss = 0.637681, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7290083765983582, Accuracy = 0.532608687877655
Training iter #35700:   Batch Loss = 0.686628, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7247568964958191, Accuracy = 0.554347813129425
Training iter #35800:   Batch Loss = 0.598513, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7342333793640137, Accuracy = 0.47826087474823
Training iter #35900:   Batch Loss = 0.714160, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7293563485145569, Accuracy = 0.532608687877655
Training iter #36000:   Batch Loss = 0.598647, Accuracy = 0.7599999904632568
PERFORMANCE ON TEST SET: Batch Loss = 0.7304573655128479, Accuracy = 0.54347825050354
Training iter #36100:   Batch Loss = 0.637284, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7357780337333679, Accuracy = 0.5
Training iter #36200:   Batch Loss = 0.731405, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7311394214630127, Accuracy = 0.54347825050354
Training iter #36300:   Batch Loss = 0.651006, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7483355402946472, Accuracy = 0.46739131212234497
Training iter #36400:   Batch Loss = 0.663053, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7420694828033447, Accuracy = 0.47826087474823
Training iter #36500:   Batch Loss = 0.689741, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7329857349395752, Accuracy = 0.532608687877655
Training iter #36600:   Batch Loss = 0.591820, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7367129325866699, Accuracy = 0.510869562625885
Training iter #36700:   Batch Loss = 0.695956, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7303373217582703, Accuracy = 0.54347825050354
Training iter #36800:   Batch Loss = 0.611749, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.7326881289482117, Accuracy = 0.52173912525177
Training iter #36900:   Batch Loss = 0.623564, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7392053604125977, Accuracy = 0.45652174949645996
Training iter #37000:   Batch Loss = 0.729463, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.727265477180481, Accuracy = 0.54347825050354
Training iter #37100:   Batch Loss = 0.649144, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7353722453117371, Accuracy = 0.46739131212234497
Training iter #37200:   Batch Loss = 0.644546, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7296479344367981, Accuracy = 0.532608687877655
Training iter #37300:   Batch Loss = 0.681485, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7261558771133423, Accuracy = 0.54347825050354
Training iter #37400:   Batch Loss = 0.586767, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7368848919868469, Accuracy = 0.46739131212234497
Training iter #37500:   Batch Loss = 0.700705, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7315584421157837, Accuracy = 0.52173912525177
Training iter #37600:   Batch Loss = 0.610618, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7353962063789368, Accuracy = 0.510869562625885
Training iter #37700:   Batch Loss = 0.617368, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7408981919288635, Accuracy = 0.45652174949645996
Training iter #37800:   Batch Loss = 0.730471, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7264432311058044, Accuracy = 0.532608687877655
Training iter #37900:   Batch Loss = 0.658881, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7368078231811523, Accuracy = 0.5
Training iter #38000:   Batch Loss = 0.635722, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7300766110420227, Accuracy = 0.532608687877655
Training iter #38100:   Batch Loss = 0.678441, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.728243887424469, Accuracy = 0.532608687877655
Training iter #38200:   Batch Loss = 0.590387, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7399492859840393, Accuracy = 0.45652174949645996
Training iter #38300:   Batch Loss = 0.695989, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7334685921669006, Accuracy = 0.52173912525177
Training iter #38400:   Batch Loss = 0.609105, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7342899441719055, Accuracy = 0.5
Training iter #38500:   Batch Loss = 0.636131, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7379394769668579, Accuracy = 0.46739131212234497
Training iter #38600:   Batch Loss = 0.711207, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7275689840316772, Accuracy = 0.532608687877655
Training iter #38700:   Batch Loss = 0.659003, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7338986992835999, Accuracy = 0.532608687877655
Training iter #38800:   Batch Loss = 0.636397, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7303453087806702, Accuracy = 0.532608687877655
Training iter #38900:   Batch Loss = 0.675590, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7318486571311951, Accuracy = 0.54347825050354
Training iter #39000:   Batch Loss = 0.585607, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7453427910804749, Accuracy = 0.46739131212234497
Training iter #39100:   Batch Loss = 0.682955, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7335602045059204, Accuracy = 0.54347825050354
Training iter #39200:   Batch Loss = 0.614324, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7326032519340515, Accuracy = 0.532608687877655
Training iter #39300:   Batch Loss = 0.635493, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7344159483909607, Accuracy = 0.47826087474823
Training iter #39400:   Batch Loss = 0.725063, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7278589010238647, Accuracy = 0.54347825050354
Training iter #39500:   Batch Loss = 0.645440, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7368695735931396, Accuracy = 0.489130437374115
Training iter #39600:   Batch Loss = 0.659391, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7329556941986084, Accuracy = 0.532608687877655
Training iter #39700:   Batch Loss = 0.653939, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.731871485710144, Accuracy = 0.54347825050354
Training iter #39800:   Batch Loss = 0.605361, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7427676916122437, Accuracy = 0.45652174949645996
Training iter #39900:   Batch Loss = 0.698823, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7348911166191101, Accuracy = 0.532608687877655
Training iter #40000:   Batch Loss = 0.606939, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7418639659881592, Accuracy = 0.46739131212234497
Training iter #40100:   Batch Loss = 0.637067, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7383344173431396, Accuracy = 0.47826087474823
Training iter #40200:   Batch Loss = 0.732734, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.724729597568512, Accuracy = 0.5869565010070801
Training iter #40300:   Batch Loss = 0.642604, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7281870245933533, Accuracy = 0.554347813129425
Training iter #40400:   Batch Loss = 0.623729, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.728524923324585, Accuracy = 0.54347825050354
Training iter #40500:   Batch Loss = 0.650683, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7332338690757751, Accuracy = 0.5
Training iter #40600:   Batch Loss = 0.619097, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7498730421066284, Accuracy = 0.46739131212234497
Training iter #40700:   Batch Loss = 0.694616, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7368985414505005, Accuracy = 0.52173912525177
Training iter #40800:   Batch Loss = 0.637040, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7354452013969421, Accuracy = 0.54347825050354
Training iter #40900:   Batch Loss = 0.644866, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7350924611091614, Accuracy = 0.54347825050354
Training iter #41000:   Batch Loss = 0.693673, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7292824387550354, Accuracy = 0.52173912525177
Training iter #41100:   Batch Loss = 0.647479, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7395612001419067, Accuracy = 0.489130437374115
Training iter #41200:   Batch Loss = 0.663765, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7329221367835999, Accuracy = 0.54347825050354
Training iter #41300:   Batch Loss = 0.634057, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.732548713684082, Accuracy = 0.54347825050354
Training iter #41400:   Batch Loss = 0.627286, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7395073771476746, Accuracy = 0.489130437374115
Training iter #41500:   Batch Loss = 0.686496, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7314239144325256, Accuracy = 0.52173912525177
Training iter #41600:   Batch Loss = 0.645000, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7350245118141174, Accuracy = 0.54347825050354
Training iter #41700:   Batch Loss = 0.639465, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.739699125289917, Accuracy = 0.47826087474823
Training iter #41800:   Batch Loss = 0.689706, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7326698303222656, Accuracy = 0.532608687877655
Training iter #41900:   Batch Loss = 0.634608, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7405850291252136, Accuracy = 0.47826087474823
Training iter #42000:   Batch Loss = 0.639228, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7328235507011414, Accuracy = 0.532608687877655
Training iter #42100:   Batch Loss = 0.628934, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.732153058052063, Accuracy = 0.532608687877655
Training iter #42200:   Batch Loss = 0.636049, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7422076463699341, Accuracy = 0.46739131212234497
Training iter #42300:   Batch Loss = 0.671783, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7371281385421753, Accuracy = 0.52173912525177
Training iter #42400:   Batch Loss = 0.638530, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7430382370948792, Accuracy = 0.46739131212234497
Training iter #42500:   Batch Loss = 0.647586, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7439165711402893, Accuracy = 0.46739131212234497
Training iter #42600:   Batch Loss = 0.679264, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7322207093238831, Accuracy = 0.532608687877655
Training iter #42700:   Batch Loss = 0.644682, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7371923327445984, Accuracy = 0.510869562625885
Training iter #42800:   Batch Loss = 0.633137, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7306865453720093, Accuracy = 0.532608687877655
Training iter #42900:   Batch Loss = 0.613976, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.7339185476303101, Accuracy = 0.54347825050354
Training iter #43000:   Batch Loss = 0.635863, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7460469603538513, Accuracy = 0.46739131212234497
Training iter #43100:   Batch Loss = 0.680338, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7348307967185974, Accuracy = 0.54347825050354
Training iter #43200:   Batch Loss = 0.651149, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.740502655506134, Accuracy = 0.46739131212234497
Training iter #43300:   Batch Loss = 0.657896, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7433667778968811, Accuracy = 0.47826087474823
Training iter #43400:   Batch Loss = 0.660294, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7353830933570862, Accuracy = 0.532608687877655
Training iter #43500:   Batch Loss = 0.639307, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7410901188850403, Accuracy = 0.489130437374115
Training iter #43600:   Batch Loss = 0.640012, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7305454611778259, Accuracy = 0.554347813129425
Training iter #43700:   Batch Loss = 0.606110, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7305782437324524, Accuracy = 0.54347825050354
Training iter #43800:   Batch Loss = 0.626497, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7436195015907288, Accuracy = 0.489130437374115
Training iter #43900:   Batch Loss = 0.690108, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7370654344558716, Accuracy = 0.532608687877655
Training iter #44000:   Batch Loss = 0.638116, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7475478053092957, Accuracy = 0.46739131212234497
Training iter #44100:   Batch Loss = 0.656527, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7424845695495605, Accuracy = 0.47826087474823
Training iter #44200:   Batch Loss = 0.667624, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7315660715103149, Accuracy = 0.54347825050354
Training iter #44300:   Batch Loss = 0.622646, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7365354299545288, Accuracy = 0.510869562625885
Training iter #44400:   Batch Loss = 0.642677, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7329974174499512, Accuracy = 0.54347825050354
Training iter #44500:   Batch Loss = 0.605045, Accuracy = 0.7599999904632568
PERFORMANCE ON TEST SET: Batch Loss = 0.7359856367111206, Accuracy = 0.52173912525177
Training iter #44600:   Batch Loss = 0.642169, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7403011918067932, Accuracy = 0.47826087474823
Training iter #44700:   Batch Loss = 0.702418, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7291529774665833, Accuracy = 0.54347825050354
Training iter #44800:   Batch Loss = 0.672920, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7372788190841675, Accuracy = 0.5
Training iter #44900:   Batch Loss = 0.651879, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7437546849250793, Accuracy = 0.46739131212234497
Training iter #45000:   Batch Loss = 0.688142, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7417845129966736, Accuracy = 0.47826087474823
Training iter #45100:   Batch Loss = 0.620054, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.751288115978241, Accuracy = 0.46739131212234497
Training iter #45200:   Batch Loss = 0.666152, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7399911880493164, Accuracy = 0.52173912525177
Training iter #45300:   Batch Loss = 0.608145, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.733456015586853, Accuracy = 0.52173912525177
Training iter #45400:   Batch Loss = 0.612898, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7360954284667969, Accuracy = 0.54347825050354
Training iter #45500:   Batch Loss = 0.702421, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7310900688171387, Accuracy = 0.554347813129425
Training iter #45600:   Batch Loss = 0.637829, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7411561012268066, Accuracy = 0.5
Training iter #45700:   Batch Loss = 0.671851, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7435100674629211, Accuracy = 0.489130437374115
Training iter #45800:   Batch Loss = 0.687248, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7325626611709595, Accuracy = 0.5
Training iter #45900:   Batch Loss = 0.615945, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7396525144577026, Accuracy = 0.47826087474823
Training iter #46000:   Batch Loss = 0.648460, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7345939874649048, Accuracy = 0.52173912525177
Training iter #46100:   Batch Loss = 0.602428, Accuracy = 0.7599999904632568
PERFORMANCE ON TEST SET: Batch Loss = 0.7353232502937317, Accuracy = 0.54347825050354
Training iter #46200:   Batch Loss = 0.619786, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7447879910469055, Accuracy = 0.489130437374115
Training iter #46300:   Batch Loss = 0.700404, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.738651692867279, Accuracy = 0.52173912525177
Training iter #46400:   Batch Loss = 0.625706, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.748845100402832, Accuracy = 0.45652174949645996
Training iter #46500:   Batch Loss = 0.673006, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7393984198570251, Accuracy = 0.510869562625885
Training iter #46600:   Batch Loss = 0.687877, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7295472025871277, Accuracy = 0.532608687877655
Training iter #46700:   Batch Loss = 0.599565, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7352442145347595, Accuracy = 0.54347825050354
Training iter #46800:   Batch Loss = 0.634844, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.737287163734436, Accuracy = 0.52173912525177
Training iter #46900:   Batch Loss = 0.599290, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.7467334866523743, Accuracy = 0.5
Training iter #47000:   Batch Loss = 0.629048, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7627055644989014, Accuracy = 0.46739131212234497
Training iter #47100:   Batch Loss = 0.710128, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7436081767082214, Accuracy = 0.510869562625885
Training iter #47200:   Batch Loss = 0.638774, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7457177639007568, Accuracy = 0.489130437374115
Training iter #47300:   Batch Loss = 0.633942, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7440820932388306, Accuracy = 0.510869562625885
Training iter #47400:   Batch Loss = 0.682644, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7394924759864807, Accuracy = 0.532608687877655
Training iter #47500:   Batch Loss = 0.591650, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7450302243232727, Accuracy = 0.47826087474823
Training iter #47600:   Batch Loss = 0.686036, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7378631234169006, Accuracy = 0.54347825050354
Training iter #47700:   Batch Loss = 0.606842, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7372170090675354, Accuracy = 0.52173912525177
Training iter #47800:   Batch Loss = 0.597277, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7445210218429565, Accuracy = 0.47826087474823
Training iter #47900:   Batch Loss = 0.714790, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7362421154975891, Accuracy = 0.532608687877655
Training iter #48000:   Batch Loss = 0.632681, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7452083230018616, Accuracy = 0.489130437374115
Training iter #48100:   Batch Loss = 0.623285, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7398998737335205, Accuracy = 0.5
Training iter #48200:   Batch Loss = 0.672190, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7316683530807495, Accuracy = 0.54347825050354
Training iter #48300:   Batch Loss = 0.587302, Accuracy = 0.7599999904632568
PERFORMANCE ON TEST SET: Batch Loss = 0.7407568097114563, Accuracy = 0.5
Training iter #48400:   Batch Loss = 0.716580, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7354370355606079, Accuracy = 0.52173912525177
Training iter #48500:   Batch Loss = 0.576615, Accuracy = 0.7599999904632568
PERFORMANCE ON TEST SET: Batch Loss = 0.736409068107605, Accuracy = 0.510869562625885
Training iter #48600:   Batch Loss = 0.612730, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7407274842262268, Accuracy = 0.5
