Training iter #50:   Batch Loss = 0.780833, Accuracy = 0.5799999833106995
Training iter #32600:   Batch Loss = 0.590750, Accuracy = 0.800000011920929
PERFORMANCE ON TEST SET: Batch Loss = 0.7276983857154846, Accuracy = 0.532608687877655
Training iter #32700:   Batch Loss = 0.643559, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7373501062393188, Accuracy = 0.54347825050354
Training iter #32800:   Batch Loss = 0.690371, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.730729877948761, Accuracy = 0.52173912525177
Training iter #32900:   Batch Loss = 0.624994, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7235409021377563, Accuracy = 0.5760869383811951
Training iter #33000:   Batch Loss = 0.712654, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7156267762184143, Accuracy = 0.5760869383811951
Training iter #33100:   Batch Loss = 0.641192, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7099065184593201, Accuracy = 0.6195651888847351
Training iter #33200:   Batch Loss = 0.617952, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7370849251747131, Accuracy = 0.52173912525177
Training iter #33300:   Batch Loss = 0.666112, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.748100757598877, Accuracy = 0.510869562625885
Training iter #33400:   Batch Loss = 0.566163, Accuracy = 0.8199999928474426
PERFORMANCE ON TEST SET: Batch Loss = 0.7205275893211365, Accuracy = 0.52173912525177
Training iter #33500:   Batch Loss = 0.677572, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7066971063613892, Accuracy = 0.6304348111152649
Training iter #33600:   Batch Loss = 0.666031, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7028026580810547, Accuracy = 0.6195651888847351
Training iter #33700:   Batch Loss = 0.646282, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7216050624847412, Accuracy = 0.532608687877655
Training iter #33800:   Batch Loss = 0.745828, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7494255900382996, Accuracy = 0.5
Training iter #33900:   Batch Loss = 0.657461, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7200533747673035, Accuracy = 0.554347813129425
Training iter #34000:   Batch Loss = 0.630212, Accuracy = 0.7599999904632568
PERFORMANCE ON TEST SET: Batch Loss = 0.7092879414558411, Accuracy = 0.5652173757553101
Training iter #34100:   Batch Loss = 0.655933, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7057778835296631, Accuracy = 0.6195651888847351
Training iter #34200:   Batch Loss = 0.569591, Accuracy = 0.7599999904632568
PERFORMANCE ON TEST SET: Batch Loss = 0.7050907611846924, Accuracy = 0.6086956262588501
Training iter #34300:   Batch Loss = 0.653613, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7221150994300842, Accuracy = 0.52173912525177
Training iter #34400:   Batch Loss = 0.683038, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7249295115470886, Accuracy = 0.5
Training iter #34500:   Batch Loss = 0.649006, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7074281573295593, Accuracy = 0.5869565010070801
Training iter #34600:   Batch Loss = 0.732190, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7025143504142761, Accuracy = 0.6086956262588501
Training iter #34700:   Batch Loss = 0.624272, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.698962926864624, Accuracy = 0.6086956262588501
Training iter #34800:   Batch Loss = 0.619771, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.714655876159668, Accuracy = 0.532608687877655
Training iter #34900:   Batch Loss = 0.670640, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7369664311408997, Accuracy = 0.510869562625885
Training iter #35000:   Batch Loss = 0.578002, Accuracy = 0.7799999713897705
PERFORMANCE ON TEST SET: Batch Loss = 0.7110803723335266, Accuracy = 0.5760869383811951
Training iter #35100:   Batch Loss = 0.663343, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.6966745853424072, Accuracy = 0.5869565010070801
Training iter #35200:   Batch Loss = 0.661111, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.6939278841018677, Accuracy = 0.6086956262588501
Training iter #35300:   Batch Loss = 0.636934, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7038747072219849, Accuracy = 0.5760869383811951
Training iter #35400:   Batch Loss = 0.726259, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7308040261268616, Accuracy = 0.510869562625885
Training iter #35500:   Batch Loss = 0.633115, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.6966705322265625, Accuracy = 0.5978260636329651
Training iter #35600:   Batch Loss = 0.631880, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.6982300877571106, Accuracy = 0.6086956262588501
Training iter #35700:   Batch Loss = 0.654762, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7132446765899658, Accuracy = 0.6086956262588501
Training iter #35800:   Batch Loss = 0.594867, Accuracy = 0.7599999904632568
PERFORMANCE ON TEST SET: Batch Loss = 0.706595242023468, Accuracy = 0.5760869383811951
Training iter #35900:   Batch Loss = 0.660716, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7332246899604797, Accuracy = 0.554347813129425
Training iter #36000:   Batch Loss = 0.669492, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7085812091827393, Accuracy = 0.54347825050354
Training iter #36100:   Batch Loss = 0.656029, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7225359082221985, Accuracy = 0.5652173757553101
Training iter #36200:   Batch Loss = 0.712198, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7239366173744202, Accuracy = 0.5652173757553101
Training iter #36300:   Batch Loss = 0.617973, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.6996662020683289, Accuracy = 0.532608687877655
Training iter #36400:   Batch Loss = 0.626313, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.7034358382225037, Accuracy = 0.554347813129425
Training iter #36500:   Batch Loss = 0.636671, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7085683345794678, Accuracy = 0.5760869383811951
Training iter #36600:   Batch Loss = 0.613903, Accuracy = 0.7599999904632568
PERFORMANCE ON TEST SET: Batch Loss = 0.6978185176849365, Accuracy = 0.5869565010070801
Training iter #36700:   Batch Loss = 0.672053, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7074220180511475, Accuracy = 0.6086956262588501
Training iter #36800:   Batch Loss = 0.652792, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7029756307601929, Accuracy = 0.6195651888847351
Training iter #36900:   Batch Loss = 0.616692, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7161887884140015, Accuracy = 0.5652173757553101
Training iter #37000:   Batch Loss = 0.672745, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7265352010726929, Accuracy = 0.5760869383811951
Training iter #37100:   Batch Loss = 0.590650, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7028816938400269, Accuracy = 0.5760869383811951
Training iter #37200:   Batch Loss = 0.631677, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7208777666091919, Accuracy = 0.554347813129425
Training iter #37300:   Batch Loss = 0.629147, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7331859469413757, Accuracy = 0.554347813129425
Training iter #37400:   Batch Loss = 0.589449, Accuracy = 0.7799999713897705
PERFORMANCE ON TEST SET: Batch Loss = 0.7039469480514526, Accuracy = 0.5869565010070801
Training iter #37500:   Batch Loss = 0.668384, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7034040093421936, Accuracy = 0.6086956262588501
Training iter #37600:   Batch Loss = 0.642958, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.6851204633712769, Accuracy = 0.6304348111152649
Training iter #37700:   Batch Loss = 0.645054, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7158066630363464, Accuracy = 0.5652173757553101
Training iter #37800:   Batch Loss = 0.687170, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7491007447242737, Accuracy = 0.52173912525177
Training iter #37900:   Batch Loss = 0.584369, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.7142974734306335, Accuracy = 0.5652173757553101
Training iter #38000:   Batch Loss = 0.614229, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.692207932472229, Accuracy = 0.5869565010070801
Training iter #38100:   Batch Loss = 0.624821, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.6888437271118164, Accuracy = 0.6630434989929199
Training iter #38200:   Batch Loss = 0.609891, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.6837849617004395, Accuracy = 0.6086956262588501
Training iter #38300:   Batch Loss = 0.659767, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7038984894752502, Accuracy = 0.5652173757553101
Training iter #38400:   Batch Loss = 0.647602, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7104111313819885, Accuracy = 0.554347813129425
Training iter #38500:   Batch Loss = 0.620159, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7364307045936584, Accuracy = 0.54347825050354
Training iter #38600:   Batch Loss = 0.679461, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7050904631614685, Accuracy = 0.5760869383811951
Training iter #38700:   Batch Loss = 0.546118, Accuracy = 0.8399999737739563
PERFORMANCE ON TEST SET: Batch Loss = 0.6915090680122375, Accuracy = 0.6195651888847351
Training iter #38800:   Batch Loss = 0.624232, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7042312622070312, Accuracy = 0.5869565010070801
Training iter #38900:   Batch Loss = 0.631025, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7013100981712341, Accuracy = 0.5760869383811951
Training iter #39000:   Batch Loss = 0.587719, Accuracy = 0.7599999904632568
PERFORMANCE ON TEST SET: Batch Loss = 0.6989003419876099, Accuracy = 0.5978260636329651
Training iter #39100:   Batch Loss = 0.668121, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.6842695474624634, Accuracy = 0.6086956262588501
Training iter #39200:   Batch Loss = 0.628591, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.6561024785041809, Accuracy = 0.6195651888847351
Training iter #39300:   Batch Loss = 0.667914, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.6621799468994141, Accuracy = 0.6195651888847351
Training iter #39400:   Batch Loss = 0.645136, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.6787666082382202, Accuracy = 0.6086956262588501
Training iter #39500:   Batch Loss = 0.596692, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.6712881326675415, Accuracy = 0.6195651888847351
Training iter #39600:   Batch Loss = 0.620022, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.6810210347175598, Accuracy = 0.6304348111152649
Training iter #39700:   Batch Loss = 0.607381, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.6697149872779846, Accuracy = 0.6086956262588501
Training iter #39800:   Batch Loss = 0.613680, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.6801357269287109, Accuracy = 0.6195651888847351
Training iter #39900:   Batch Loss = 0.671773, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7106546759605408, Accuracy = 0.5652173757553101
Training iter #40000:   Batch Loss = 0.659518, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7011609077453613, Accuracy = 0.5652173757553101
Training iter #40100:   Batch Loss = 0.611326, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7207463383674622, Accuracy = 0.5978260636329651
Training iter #40200:   Batch Loss = 0.668953, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.6677443385124207, Accuracy = 0.6413043737411499
Training iter #40300:   Batch Loss = 0.551234, Accuracy = 0.8199999928474426
PERFORMANCE ON TEST SET: Batch Loss = 0.6914405822753906, Accuracy = 0.6521739363670349
Training iter #40400:   Batch Loss = 0.597078, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.6794912815093994, Accuracy = 0.5760869383811951
Training iter #40500:   Batch Loss = 0.624614, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.6935733556747437, Accuracy = 0.6086956262588501
Training iter #40600:   Batch Loss = 0.583111, Accuracy = 0.7799999713897705
PERFORMANCE ON TEST SET: Batch Loss = 0.6989538669586182, Accuracy = 0.5869565010070801
Training iter #40700:   Batch Loss = 0.715631, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7125319838523865, Accuracy = 0.532608687877655
Training iter #40800:   Batch Loss = 0.709665, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.6757460236549377, Accuracy = 0.6086956262588501
Training iter #40900:   Batch Loss = 0.664293, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.6688638925552368, Accuracy = 0.6521739363670349
Training iter #41000:   Batch Loss = 0.626361, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.6755756735801697, Accuracy = 0.6086956262588501
Training iter #41100:   Batch Loss = 0.628211, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.675308883190155, Accuracy = 0.5978260636329651
Training iter #41200:   Batch Loss = 0.583167, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.6873186230659485, Accuracy = 0.5869565010070801
Training iter #41300:   Batch Loss = 0.629762, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.6897310614585876, Accuracy = 0.6195651888847351
Training iter #41400:   Batch Loss = 0.583854, Accuracy = 0.7799999713897705
PERFORMANCE ON TEST SET: Batch Loss = 0.6902163624763489, Accuracy = 0.5869565010070801
Training iter #41500:   Batch Loss = 0.678714, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.6753131151199341, Accuracy = 0.6413043737411499
Training iter #41600:   Batch Loss = 0.674679, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.6504693627357483, Accuracy = 0.717391312122345
Training iter #41700:   Batch Loss = 0.613331, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.6510950922966003, Accuracy = 0.6630434989929199
Training iter #41800:   Batch Loss = 0.613392, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.6643894910812378, Accuracy = 0.6413043737411499
Training iter #41900:   Batch Loss = 0.549260, Accuracy = 0.800000011920929
PERFORMANCE ON TEST SET: Batch Loss = 0.6720685362815857, Accuracy = 0.5978260636329651
Training iter #42000:   Batch Loss = 0.592558, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.703508734703064, Accuracy = 0.5760869383811951
Training iter #42100:   Batch Loss = 0.607721, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.6613818407058716, Accuracy = 0.6413043737411499
Training iter #42200:   Batch Loss = 0.568770, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.6530917882919312, Accuracy = 0.6739130616188049
Training iter #42300:   Batch Loss = 0.684074, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.654801070690155, Accuracy = 0.6630434989929199
Training iter #42400:   Batch Loss = 0.658762, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.6645075082778931, Accuracy = 0.6739130616188049
Training iter #42500:   Batch Loss = 0.604614, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.689419686794281, Accuracy = 0.5978260636329651
Training iter #42600:   Batch Loss = 0.602285, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.6672307252883911, Accuracy = 0.6413043737411499
Training iter #42700:   Batch Loss = 0.588194, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.6417229175567627, Accuracy = 0.6847826242446899
Training iter #42800:   Batch Loss = 0.626606, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.6699551343917847, Accuracy = 0.6304348111152649
Training iter #42900:   Batch Loss = 0.571835, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.6654359102249146, Accuracy = 0.6413043737411499
Training iter #43000:   Batch Loss = 0.566837, Accuracy = 0.800000011920929
PERFORMANCE ON TEST SET: Batch Loss = 0.6851820945739746, Accuracy = 0.5978260636329651
Training iter #43100:   Batch Loss = 0.679995, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.6930409669876099, Accuracy = 0.5978260636329651
Training iter #43200:   Batch Loss = 0.696739, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.6416162252426147, Accuracy = 0.6739130616188049
Training iter #43300:   Batch Loss = 0.620149, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.6532268524169922, Accuracy = 0.6304348111152649
Training iter #43400:   Batch Loss = 0.606859, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.6659683585166931, Accuracy = 0.6195651888847351
Training iter #43500:   Batch Loss = 0.568340, Accuracy = 0.7599999904632568
PERFORMANCE ON TEST SET: Batch Loss = 0.7222417593002319, Accuracy = 0.5978260636329651
Training iter #43600:   Batch Loss = 0.708383, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7057350873947144, Accuracy = 0.5652173757553101
Training iter #43700:   Batch Loss = 0.658485, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7017837166786194, Accuracy = 0.6630434989929199
Training iter #43800:   Batch Loss = 0.602971, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.6863030791282654, Accuracy = 0.6195651888847351
Training iter #43900:   Batch Loss = 0.678702, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7309542894363403, Accuracy = 0.5869565010070801
Training iter #44000:   Batch Loss = 0.703832, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.6737895011901855, Accuracy = 0.5760869383811951
Training iter #44100:   Batch Loss = 0.603404, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.6860019564628601, Accuracy = 0.6413043737411499
Training iter #44200:   Batch Loss = 0.602470, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.6308876872062683, Accuracy = 0.6739130616188049
Training iter #44300:   Batch Loss = 0.649050, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.6601399183273315, Accuracy = 0.6847826242446899
Training iter #44400:   Batch Loss = 0.659638, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7231426239013672, Accuracy = 0.5760869383811951
Training iter #44500:   Batch Loss = 0.692943, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.731784999370575, Accuracy = 0.554347813129425
Training iter #44600:   Batch Loss = 0.671854, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.712435781955719, Accuracy = 0.5978260636329651
Training iter #44700:   Batch Loss = 0.694989, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.6872520446777344, Accuracy = 0.5869565010070801
Training iter #44800:   Batch Loss = 0.667344, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.6749345064163208, Accuracy = 0.6195651888847351
Training iter #44900:   Batch Loss = 0.635969, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7289944291114807, Accuracy = 0.6086956262588501
Training iter #45000:   Batch Loss = 0.637344, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.6647823452949524, Accuracy = 0.5978260636329651
Training iter #45100:   Batch Loss = 0.609720, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.6761364936828613, Accuracy = 0.6195651888847351
Training iter #45200:   Batch Loss = 0.634542, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7043939232826233, Accuracy = 0.532608687877655
Training iter #45300:   Batch Loss = 0.688431, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7278639674186707, Accuracy = 0.554347813129425
Training iter #45400:   Batch Loss = 0.583212, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.720715343952179, Accuracy = 0.52173912525177
Training iter #45500:   Batch Loss = 0.708637, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7044694423675537, Accuracy = 0.5652173757553101
Training iter #45600:   Batch Loss = 0.645439, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.6723762154579163, Accuracy = 0.6304348111152649
Training iter #45700:   Batch Loss = 0.618511, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.6646859645843506, Accuracy = 0.6413043737411499
Training iter #45800:   Batch Loss = 0.632317, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.6635576486587524, Accuracy = 0.6195651888847351
Training iter #45900:   Batch Loss = 0.579749, Accuracy = 0.800000011920929
PERFORMANCE ON TEST SET: Batch Loss = 0.6684883832931519, Accuracy = 0.6304348111152649
Training iter #46000:   Batch Loss = 0.654572, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.6792917847633362, Accuracy = 0.6195651888847351
Training iter #46100:   Batch Loss = 0.644131, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.6502654552459717, Accuracy = 0.6521739363670349
Training iter #46200:   Batch Loss = 0.586330, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.6712686419487, Accuracy = 0.6521739363670349
Training iter #46300:   Batch Loss = 0.682610, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.6682056188583374, Accuracy = 0.6413043737411499
Training iter #46400:   Batch Loss = 0.656058, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.6637057065963745, Accuracy = 0.6521739363670349
Training iter #46500:   Batch Loss = 0.568783, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.6800042986869812, Accuracy = 0.5978260636329651
Training iter #46600:   Batch Loss = 0.624423, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.6597610712051392, Accuracy = 0.6630434989929199
Training iter #46700:   Batch Loss = 0.557120, Accuracy = 0.8399999737739563
PERFORMANCE ON TEST SET: Batch Loss = 0.6528027057647705, Accuracy = 0.6847826242446899
Training iter #46800:   Batch Loss = 0.653189, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.6520916819572449, Accuracy = 0.6847826242446899
Training iter #46900:   Batch Loss = 0.649935, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.6505164504051208, Accuracy = 0.6739130616188049
Training iter #47000:   Batch Loss = 0.598430, Accuracy = 0.7599999904632568
PERFORMANCE ON TEST SET: Batch Loss = 0.6803598403930664, Accuracy = 0.5978260636329651
Training iter #47100:   Batch Loss = 0.728856, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.681272566318512, Accuracy = 0.6195651888847351
Training iter #47200:   Batch Loss = 0.633454, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.6535769104957581, Accuracy = 0.695652186870575
Training iter #47300:   Batch Loss = 0.653546, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.6710132956504822, Accuracy = 0.6739130616188049
Training iter #47400:   Batch Loss = 0.608697, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.6718375086784363, Accuracy = 0.6086956262588501
Training iter #47500:   Batch Loss = 0.525468, Accuracy = 0.8199999928474426
PERFORMANCE ON TEST SET: Batch Loss = 0.6949071288108826, Accuracy = 0.6521739363670349
Training iter #47600:   Batch Loss = 0.719013, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.697371780872345, Accuracy = 0.6304348111152649
Training iter #47700:   Batch Loss = 0.682448, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7194167375564575, Accuracy = 0.6304348111152649
Training iter #47800:   Batch Loss = 0.678236, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7122156023979187, Accuracy = 0.5760869383811951
Training iter #47900:   Batch Loss = 0.754989, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7302377820014954, Accuracy = 0.54347825050354
Training iter #48000:   Batch Loss = 0.632191, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.707486629486084, Accuracy = 0.5652173757553101
Training iter #48100:   Batch Loss = 0.693301, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.7331050038337708, Accuracy = 0.54347825050354
Training iter #48200:   Batch Loss = 0.705049, Accuracy = 0.46000000834465027
PERFORMANCE ON TEST SET: Batch Loss = 0.7108368873596191, Accuracy = 0.5652173757553101
Training iter #48300:   Batch Loss = 0.710163, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7056043744087219, Accuracy = 0.5760869383811951
Training iter #48400:   Batch Loss = 0.694855, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.7255531549453735, Accuracy = 0.54347825050354
Training iter #48500:   Batch Loss = 0.660259, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.731967568397522, Accuracy = 0.54347825050354
Training iter #48600:   Batch Loss = 0.606585, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7492343187332153, Accuracy = 0.5
Training iter #48700:   Batch Loss = 0.764850, Accuracy = 0.5799999833106995
